id,fec_nacim,flg_empleado,gls_nacioncorta,gls_residencialarga,gls_profesionlarga,cod_sexo,gls_cod_estcivillarga,gls_niv_educaclarga,gls_sep_bieneslarga
18965,2000-10-05,N,Chile,Residencia Familiar,PSICOLOGO,F,Soltero,Universitario Incompleto, 
5363,1985-10-22,N,Chile,Residencia Familiar,DISEÑADOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
12359,1937-03-12,N,Chile,Residencia Propia,OTRA,F,Casado,Técnico,SIN SEPARACIÓN
12729,1979-01-25,N,Chile, ,PUBLICISTA,M,Casado,Universitario Completo, 
1691,1957-06-13,N,Chile,Residencia Propia,OTRA,M,Soltero,Medio, 
35979,1986-03-25,N,Chile,Residencia Propia,MEDICO,F,Soltero,Universitario Completo, 
28097,1971-11-06,N,Chile,Residencia Propia,OTRA,M,Casado,Medio,SIN SEPARACIÓN
1513,1973-10-28,N,Chile,Residencia Propia,INGENIERO DE EJECUCION,M,Casado,Universitario Completo,SIN SEPARACIÓN
2461,1933-02-16,N,Chile,Residencia Propia,OTRA,F,Soltero,Medio, 
28895,1962-02-07,N,Chile,Residencia Propia,ADMINISTRADOR DE EMPRESAS,F,Soltero,Técnico, 
12555,1982-02-10,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
7627,1978-06-01,N,Chile,Propia con deuda,OTRA,F,Soltero,Universitario Completo, 
11354,1983-11-23,N,Chile,Residencia Arrendada,MEDICO,M,Casado,Universitario Completo,CON SEPARACIÓN
35919,1972-01-21,N,Chile,Otras Residencias,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
35359,1990-04-30,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
36923,1967-05-18,N,Chile,Propia con deuda,OTRA,M,Soltero,Técnico, 
31049,1981-09-11,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
10353,1954-03-04,N,Chile,Residencia Propia,PROFESOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
7174,1982-02-03,N,Chile,Residencia Arrendada,INGENIERO,M,Soltero,Universitario Completo, 
16533,1965-12-01,N,Chile,Residencia Propia,QUIMICO FARMACEUTICO,F,Soltero,Universitario Completo, 
1969,1984-12-02,N,Chile,Residencia Arrendada,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
26081,1986-12-04,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
28112,1971-01-02,N,Chile,Propia con deuda,INGENIERO COMERCIAL,F,Soltero,Universitario Completo, 
12210,1990-04-16,N,Chile,Residencia Arrendada,PERIODISTA,F,Soltero,Universitario Incompleto, 
7465,1982-01-12,N,Chile,Propia con deuda,INGENIERO COMERCIAL,F,Casado,Universitario Completo,CON SEPARACIÓN
7050,1983-01-11,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,F,Casado,Universitario Completo,CON SEPARACIÓN
26874,1987-05-29,N,Chile,Residencia Arrendada,ABOGADO,M,Soltero,Universitario Completo, 
4716,1958-01-02,N,Chile, ,INGENIERO CIVIL INDUSTRIAL,M,Casado,Sin Asignación, 
36487,1999-09-21,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Incompleto, 
10948,1982-01-30,N,Chile,Propia con deuda,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
36782,1956-03-01,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
4744,1977-05-06,N,Chile, ,ABOGADO,M,Casado,Sin Asignación, 
27405,2003-03-04,N,Chile, ,OTRA,F,Soltero,Medio, 
8199,1995-03-18,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
4315,1953-09-24,N,Chile, ,PROFESOR,F,Casado,Universitario Completo, 
31801,2003-08-21,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
28476,1975-09-17,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
14779,1945-10-18,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
19986,1966-10-09,N,Chile,Propia con deuda,TECNICO EN TURISMO,F,Casado,Técnico,CON SEPARACIÓN
4078,1988-11-17,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
36535,1950-09-10,N,Chile, ,SECRETARIA,F,Casado,Técnico, 
29557,1953-08-12,N,Chile,Propia con deuda,TECNICO AGRICOLA,M,Casado,Técnico,CON SEPARACIÓN
2484,1954-09-02,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
2761,1982-07-10,N,España,Residencia Propia,OTRA,M,Soltero,Universitario Completo, 
24179,1948-06-07,N,Chile,Residencia Propia,ASISTENTE SOCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
17215,1992-09-25,N,Chile,Residencia Familiar,ABOGADO,M,Soltero,Universitario Completo, 
17974,1994-11-01,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
18832,1968-10-15,N,Chile,Residencia Propia,OTRA,M,Casado,Sin Asignación,SIN SEPARACIÓN
501,2005-01-24,N,Chile, ,OTRA,F,Soltero,Basico, 
9305,1935-06-13,N,Chile, ,OTRA,M,SIN INFORMACION,Medio, 
32458,1975-01-28,N,Chile, ,INGENIERO COMERCIAL,F,Casado,Universitario Completo, 
25153,1978-09-15,N,Chile,Residencia Familiar,MEDICO,F,Casado,Universitario Completo,CON SEPARACIÓN
28556,1943-01-07,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
22774,2003-03-24,N,Chile, ,OTRA,M,Soltero,Medio, 
5642,1947-02-18,N,Chile,Residencia Propia,PAISAJISTA,F,Soltero,Técnico Universitario, 
35376,1976-09-23,S,Chile, ,OTRA,F,Soltero,Sin Asignación, 
35263,1951-07-09,N,Chile, ,OTRA,F,Casado,Sin Asignación, 
10510,1958-11-22,N,Chile,Propia con deuda,MEDICO,M,Casado,Universitario Completo,CON SEPARACIÓN
2537,1956-08-24,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
15490,1953-04-01,N,Chile,Residencia Propia,ADMINISTRADOR HOTELERO,M,Casado,Técnico,SIN SEPARACIÓN
2540,1987-06-04,N,Chile,Residencia Arrendada,INGENIERO COMERCIAL,F,Soltero,Universitario Completo, 
12387,1993-08-26,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
7591,1984-05-13,N,Chile,Residencia Familiar,ARQUITECTO,M,Soltero,Universitario Completo, 
35994,1996-09-05,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Incompleto, 
21786,1966-08-18,N,Chile, ,PROFESOR,F,Casado,Universitario Completo, 
26462,1953-10-04,N,Chile, ,TECNICO ELECTRICO,M,Soltero,Medio, 
19773,1960-04-02,N,Chile,Residencia Propia,ADMINISTRADOR FINANCIERO,M,Soltero,Universitario Completo, 
28422,1980-08-07,N,Chile,Residencia Propia,ABOGADO,M,Casado,Universitario Completo,SIN SEPARACIÓN
31491,1992-09-13,N,Chile, ,KINESIOLOGO,F,Soltero,Universitario Completo, 
19880,1962-08-31,N,Chile,Residencia Familiar,SECRETARIA,F,Casado,Técnico,SIN SEPARACIÓN
3525,1983-08-13,N,Chile,Propia con deuda,INGENIERO,M,Casado,Universitario Completo,SIN SEPARACIÓN
35008,1989-02-01,N,Chile,Propia con deuda,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
11129,1959-06-28,N,Chile, ,ADMINISTRADOR DE EMPRESAS,F,Soltero,Técnico Universitario, 
26655,1972-03-10,N,Chile,Propia con deuda,INGENIERO AGRONOMO,M,Casado,Universitario Completo,CON SEPARACIÓN
13408,1998-09-05,N,Chile, ,OTRA,M, ,Sin Asignación,-
28967,1954-08-09,N,Chile,Residencia Propia,PROFESOR,F,Casado,Universitario Completo,CON SEPARACIÓN
4681,1991-02-11,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
4215,1989-04-08,N,Chile, ,TRADUCTOR DE IDIOMAS,M,Soltero,Universitario Completo, 
5234,1979-04-26,N,Chile,Residencia Propia,DISEÑADOR,M,Casado,Universitario Completo,SIN SEPARACIÓN
13208,1994-11-23,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
11134,2000-10-25,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,F,Soltero,Universitario Incompleto, 
32338,1999-01-26,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Incompleto, 
17833,1997-06-20,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
21779,1993-06-24,N,Chile,Residencia Arrendada,LICENCIADO EN CIENCIAS JURIDICAS,F,Soltero,Universitario Completo, 
13303,1982-06-19,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
36980,2007-08-03,N,Chile, ,OTRA,F,Soltero,Medio, 
8557,1986-10-01,N,Chile,Residencia Arrendada,ABOGADO,F,Casado,Universitario Completo,SIN SEPARACIÓN
31915,1978-12-13,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
13556,1992-10-04,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
36580,1998-12-07,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
235,1967-01-31,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
24652,1969-07-24,N,Chile,Residencia Familiar,TECNICO FORESTAL,M,Soltero,Técnico Universitario, 
20089,1984-06-25,N,Chile,Residencia Familiar,PSICOLOGO,F,Casado,Universitario Completo,CON SEPARACIÓN
8806,1991-05-27,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
13535,1991-11-17,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
30783,1991-07-27,N,Chile,Residencia Familiar,PUBLICISTA,M,Soltero,Universitario Incompleto, 
31386,1952-07-15,N,Chile, ,OTRA,F,Soltero,Medio, 
33578,1944-11-11,N,Chile,Residencia Propia,OTRA,F,Casado,Medio,CON SEPARACIÓN
10708,1960-02-14,N,Chile,Propia con deuda,INGENIERO DE EJECUCION,M,Casado,Universitario Completo,SIN SEPARACIÓN
34263,1967-06-17,N,Chile,Residencia Propia,INGENIERO DE EJECUCION,M,Soltero,Universitario Completo,-
15995,1971-07-31,N,Chile,Residencia Propia,PERIODISTA,F,Casado,Universitario Completo,SIN SEPARACIÓN
18546,1993-11-06,N,Panama, ,PAISAJISTA,M,Soltero,Sin Asignación, 
8192,1965-08-30,N,Chile,Propia con deuda,INGENIERO CIVIL,M,Casado,Universitario Completo,SIN SEPARACIÓN
33510,1953-07-04,N,Chile,Propia con deuda,CONSTRUCTOR CIVIL,M,Casado,Universitario Completo,SIN SEPARACIÓN
27452,1953-10-16,N,Chile, ,OTRA,F,Casado,Sin Asignación, 
17438,1994-06-29,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
1296,1977-02-26,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
31336,1964-02-09,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Casado,Universitario Completo,CON SEPARACIÓN
22934,1983-03-11,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
21122,1947-01-21,N,Chile,Residencia Propia,OTRA,F,Casado,Medio,SIN SEPARACIÓN
7434,1989-03-23,N,Chile,Residencia Familiar,PSICOLOGO,F,Soltero,Universitario Completo, 
34497,1983-10-24,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
5722,1961-11-02,N,Chile,Propia con deuda,INGENIERO CIVIL INDUSTRIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
16642,1992-12-07,N,Chile,Residencia Propia,PROFESOR,F,Soltero,Sin Asignación, 
7928,1992-06-09,N,Chile,Residencia Familiar,EDUCADOR PARVULARIO,F,Soltero,Universitario Completo, 
2955,1978-08-09,S,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
12560,1965-05-19,N,Chile,Residencia Familiar,INGENIERO,M,Soltero,Universitario Completo, 
33123,1981-12-24,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
17650,1989-09-20,N,Chile,Residencia Familiar,INGENIERO CIVIL,M,Soltero,Universitario Completo, 
9409,1999-10-07,N,Chile, ,OTRA,M,Soltero,Medio, 
3398,1993-06-25,N,Chile,Residencia Familiar,PERIODISTA,F,Soltero,Universitario Completo, 
21883,1993-04-23,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Incompleto, 
12147,1995-04-20,N,Chile,Residencia Familiar,INGENIERO CIVIL,F,Soltero,Universitario Incompleto, 
21283,2010-09-01,N,Chile, ,OTRA,F,Soltero,Basico, 
31444,1987-03-12,N,Estados Unidos,Residencia Propia,ENOLOGO,F,Soltero,Universitario Completo, 
6179,1981-03-04,N,Chile,Residencia Arrendada,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Completo, 
32491,1971-05-14,N,Chile,Residencia Propia,ADMINISTRADOR DE EMPRESAS,M,Casado,Técnico,SIN SEPARACIÓN
31327,1977-12-27,N,Chile,Residencia Familiar,EDUCADOR PARVULARIO,F,Soltero,Universitario Completo, 
22719,1977-06-21,N,Chile, ,OTRA,M,Soltero,Sin Asignación,-
17471,1992-02-01,N,Chile, ,OTRA,F,Soltero,Sin Asignación,-
30215,1997-04-08,N,Chile,Residencia Familiar,OTRA,M,Soltero,Universitario Completo, 
13607,1996-09-23,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
36724,1984-09-11,N,Chile,Residencia Familiar,ODONTOLOGO,F,Soltero,Universitario Completo, 
28229,1972-05-06,N,Chile,Otras Residencias,ABOGADO,F,Casado,Universitario Completo,SIN SEPARACIÓN
36678,1974-04-11,N,Chile, ,OTRA,M,Casado,Sin Asignación, 
28201,1971-11-15,N,Chile, ,OTRA,M,Casado,Sin Asignación,SIN SEPARACIÓN
7937,1967-02-16,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
9121,2001-01-03,N,Chile,Residencia Familiar,ABOGADO,M,Soltero,Universitario Incompleto, 
3809,1995-03-13,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
3898,1986-08-27,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
22295,1971-12-01,N,Chile, ,INGENIERO COMERCIAL,F,Casado,Universitario Completo, 
19165,1994-02-07,N,Chile,Residencia Propia,EDUCADOR PARVULARIO,F,Casado,Universitario Completo,CON SEPARACIÓN
13991,1982-08-05,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
25294,1968-02-13,N,Chile,Residencia Propia,PERIODISTA,F,Casado,Universitario Completo,CON SEPARACIÓN
2175,2010-11-26,N,Chile, ,OTRA,M, ,Sin Asignación, 
11685,2014-05-27,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
8754,1992-02-11,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
13144,1994-05-23,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
28264,1977-09-21,N,Chile,Residencia Arrendada,INGENIERO CIVIL,M,Soltero,Universitario Completo, 
25257,1971-10-18,N,Chile,Residencia Propia,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Sin Asignación, 
24700,1975-06-11,N,Chile,Residencia Arrendada,INGENIERO COMERCIAL,F,Casado,Universitario Completo,CON SEPARACIÓN
1360,1962-08-31,N,Chile, ,OTRA,M, ,Sin Asignación, 
19665,1954-04-26,N,Chile, ,OTRA,M, ,Sin Asignación, 
33782,1962-08-27,N,Chile, ,OTRA,M, ,Sin Asignación, 
10191,1945-01-01,N,Chile, ,OTRA,M, ,Sin Asignación, 
5890,1946-11-22,N,Chile, ,OTRA,M, ,Sin Asignación, 
27263,2003-01-31,N,Chile, ,OTRA,M,Soltero,Sin Asignación,-
5974,1961-12-07,N,Chile,Residencia Propia,INGENIERO CIVIL INDUSTRIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
36663,1998-08-20,N,Chile,Residencia Familiar,PSICOLOGO,F,Soltero,Universitario Incompleto, 
13245,1980-12-07,N,Chile,Residencia Familiar,FONOAUDIOLOGO,F,Casado,Universitario Completo,SIN SEPARACIÓN
28150,1980-08-11,N,Chile,Residencia Familiar,INGENIERO,M,Casado,Universitario Completo,CON SEPARACIÓN
31745,1977-09-29,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
7362,1976-05-15,N,Chile, ,OTRA,M,Casado,Sin Asignación, 
29032,1947-01-12,N,Chile, , ,M, ,Sin Asignación, 
25043,1983-08-23,N,Chile,Residencia Familiar,INGENIERO,M,Soltero,Universitario Completo, 
29087,1949-03-26,N,Chile, , ,F, ,Sin Asignación, 
298,1976-04-28,N,Chile, ,OTRA,M, ,Sin Asignación, 
9896,1994-09-30,N,Chile, ,OTRA,M, ,Sin Asignación, 
819,1941-02-07,N,Chile, ,OTRA,F, ,Sin Asignación, 
19906,1966-07-09,N,Chile, ,OTRA,F, ,Sin Asignación, 
19249,1943-04-01,N,Chile, ,OTRA,M, ,Sin Asignación, 
36779,1955-06-06,N,Chile, ,PROFESOR,F,Soltero,Sin Asignación, 
4213,1992-09-10,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
12288,1984-06-12,N,Chile, ,OTRA,F,Soltero,Sin Asignación,-
9177,1988-10-24,N,Chile,Residencia Arrendada,DISEÑADOR,M,Soltero,Universitario Completo, 
27608,2003-01-13,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
13848,2014-02-11,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
120,1999-10-28,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
26792,1979-10-01,N,Chile,Residencia Familiar,ABOGADO,F,Soltero,Universitario Completo, 
31195,1991-09-06,N,Chile,Residencia Familiar,PROFESOR,F,Soltero,Universitario Completo, 
30706,1969-03-31,N,Chile,Propia con deuda,DISEÑADOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
26089,1985-11-04,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
35250,1961-06-12,N,Chile, ,OTRA,F,Casado,Sin Asignación, 
2900,1994-05-24,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Incompleto, 
7742,1979-03-30,N,Chile,Propia con deuda,INGENIERO CIVIL INDUSTRIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
27329,1980-10-14,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
12409,1986-03-19,N,Belgica,Residencia Familiar,ABOGADO,F,Soltero,Universitario Completo, 
35547,1942-01-25,N,Chile,Residencia Propia,SECRETARIA,F,Soltero,Técnico, 
14210,1977-09-17,N,Chile,Propia con deuda,ADMINISTRADOR HOTELERO,F,Casado,Universitario Completo,SIN SEPARACIÓN
29845,1985-07-01,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
7055,1966-12-02,N,Chile,Propia con deuda,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
1131,1957-04-02,N,Chile,Residencia Propia,ADMINISTRADOR DE EMPRESAS,M,Casado,Universitario Incompleto,CON SEPARACIÓN
11023,1962-11-14,N,Chile,Residencia Familiar,TECNICO MECANICO,M,Casado,Técnico,SIN SEPARACIÓN
26856,1988-04-06,N,Chile, ,MEDICO,F,Casado,Sin Asignación, 
3074,1963-03-12,N,Chile,Residencia Propia,INGENIERO,M,Casado,Universitario Completo,SIN SEPARACIÓN
28123,1968-06-19,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Soltero,Universitario Completo, 
26049,1954-09-22,N,Chile,Residencia Propia,ENFERMERA,F,Casado,Universitario Completo,SIN SEPARACIÓN
35010,1987-08-22,N,Chile,Residencia Familiar,ADMINISTRADOR DE SERVICIOS,F,Casado,Universitario Completo,CON SEPARACIÓN
22683,1989-01-31,S,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
20100,1985-02-28,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
4757,1981-11-29,N,Chile,Residencia Familiar,INGENIERO CIVIL,M,Casado,Universitario Completo,CON SEPARACIÓN
4835,1979-12-15,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
9421,1964-04-01,N,Chile, ,CONTADOR AUDITOR,F,Soltero,Técnico, 
22666,1976-06-01,N,Chile, ,OTRA,F,Casado,Sin Asignación, 
36834,1984-05-08,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
25963,1988-07-23,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,F,Casado,Universitario Completo,CON SEPARACIÓN
27442,2000-12-31,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
21642,1986-01-03,N,Chile,Residencia Propia,PSICOLOGO,M,Soltero,Universitario Completo, 
4055,1985-04-30,N,Chile,Residencia Propia,CONSTRUCTOR CIVIL,M,Soltero,Universitario Completo, 
17939,1990-03-23,N,Venezuela, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
22336,1996-12-17,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
35789,1983-08-05,N,Chile,Residencia Arrendada,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
22335,1999-12-02,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
8465,1997-06-29,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
3880,1997-02-22,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
34112,1983-06-26,S,Chile, ,TECNICO EN COMPUTACION,M,SIN INFORMACION,Sin Asignación, 
924,1947-11-07,N,Chile, ,OTRA,F,Casado,Sin Asignación,SIN SEPARACIÓN
10670,1967-09-06,N,Chile,Residencia Familiar,ABOGADO,F,Casado,Universitario Completo,SIN SEPARACIÓN
1808,1961-05-07,N,Chile, , ,F, ,Sin Asignación, 
16511,1981-08-27,N,Chile,Propia con deuda,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
36523,1992-12-26,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
1532,1979-06-29,N,Chile,Residencia Propia,INGENIERO CIVIL ELECTRICO,M,Casado,Universitario Completo,CON SEPARACIÓN
24130,1945-09-28,N,Chile,Residencia Propia,PROFESOR,F,Soltero,Universitario Completo, 
7071,1974-02-13,N,Chile,Residencia Propia,ADMINISTRADOR DE SERVICIOS,F,Casado,Universitario Completo,SIN SEPARACIÓN
27793,2002-02-14,N,Chile, ,OTRA,F,Soltero,Sin Asignación,-
30767,1984-04-15,N,Australia,Residencia Propia,INGENIERO CIVIL,M,Casado,Universitario Completo,CON SEPARACIÓN
4083,1987-02-23,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
18643,2001-12-27,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Incompleto, 
33695,1961-12-26,N,Chile,Residencia Propia,PUBLICISTA,M,Soltero,Universitario Completo, 
25873,1997-09-29,N,Chile, ,OTRA,M,Soltero,Universitario Completo, 
31665,1991-02-26,N,Chile,Residencia Propia,PSICOLOGO,F,Soltero,Universitario Incompleto, 
29437,1985-12-30,N,Chile,Residencia Propia,ADMINISTRADOR DE EMPRESAS,F,Casado,Universitario Completo,SIN SEPARACIÓN
30595,2014-12-14,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
21581,1946-05-29,N,Chile,Residencia Propia,OTRA,F,Casado,Sin Asignación, 
30718,1958-06-22,N,Chile,Residencia Propia,OTRA,F,Viudo,Universitario Completo, 
7308,2014-10-09,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
27947,1957-01-26,N,Chile,Residencia Propia,ARQUITECTO,F,Soltero,Universitario Completo, 
35931,2003-12-01,N,Chile, ,OTRA,F,Soltero,Medio, 
25184,2004-06-18,N,Chile, ,OTRA,F,Soltero,Medio, 
7998,2010-12-20,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
35966,1946-04-08,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
33743,1969-03-25,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
20012,1963-09-18,N,Chile, ,INGENIERO DE EJECUCION,M,Casado,Universitario Completo,SIN SEPARACIÓN
2701,1967-09-30,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
11101,1971-02-03,N,Chile,Residencia Propia,INGENIERO AGRONOMO,M,Casado,Universitario Completo,CON SEPARACIÓN
17289,1994-07-25,N,Chile,Residencia Familiar,ABOGADO,F,Soltero,Universitario Incompleto, 
545,1979-11-18,N,Chile,Residencia Propia,ABOGADO,M,Soltero,Universitario Completo, 
26539,1978-11-03,N,Chile,Residencia Familiar,INGENIERO CIVIL MECANICO,F,Soltero,Universitario Completo, 
28,1963-12-30,N,Chile,Propia con deuda,INGENIERO COMERCIAL,M, ,Universitario Completo,CON SEPARACIÓN
3662,1971-02-23,N,Chile,Residencia Familiar,TECNICO MECANICO,M,Casado,Técnico Universitario,SIN SEPARACIÓN
29069,1960-11-08,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
32525,1987-02-27,N,Chile,Residencia Arrendada,ABOGADO,M,Casado,Universitario Completo,CON SEPARACIÓN
11544,1975-04-04,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
22770,1996-06-05,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
17331,1966-03-30,N,Chile,Residencia Propia,PSICOLOGO,M,Casado,Universitario Completo,SIN SEPARACIÓN
19690,1946-05-30,N,Chile,Propia con deuda,TECNICO PROFESIONAL,M,Casado,Técnico Universitario,SIN SEPARACIÓN
24274,1955-01-06,N,Chile,Propia con deuda,TECNICO AGRICOLA,M,Casado,Técnico Universitario,CON SEPARACIÓN
36787,1997-03-17,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
21340,1954-02-07,N,Chile, ,DISEÑADOR,F,Casado,Sin Asignación,CON SEPARACIÓN
22739,1986-11-15,N,Chile,Residencia Familiar,ABOGADO,M,Soltero,Universitario Incompleto, 
23312,1970-07-02,N,Chile, ,INGENIERO CIVIL ELECTRICO,M,Soltero,Universitario Completo, 
27127,1964-05-20,N,Chile, ,OTRA,F,Casado,Sin Asignación, 
27271,1979-09-08,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
8979,1984-04-21,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
14603,1950-01-22,N,Chile, ,ARQUITECTO,M,Casado,Universitario Completo,SIN SEPARACIÓN
17787,1974-11-02,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
3990,1998-09-29,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
24064,1937-08-06,N,Chile,Residencia Propia,ADMINISTRADOR EN COMERCIALIZACION,M,Casado,Universitario Incompleto,CON SEPARACIÓN
22998,1987-08-05,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
18345,1969-09-02,N,Chile,Residencia Propia,INGENIERO AGRONOMO,F,Casado,Universitario Completo,SIN SEPARACIÓN
31705,1984-08-01,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
18005,1993-12-19,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
34430,1944-04-14,N,Chile, , ,M, ,Sin Asignación, 
